student_id,course_id,course_seq_no,status,is_major_ind,semester_seq_no
102464,1395,4,completed,1,1
103450,1315,0,completed,1,1
103450,204,1,completed,0,1
103450,1053,2,completed,0,1
103450,1328,3,completed,1,1
103450,1321,4,completed,1,1
102465,166,0,completed,0,1
102465,1314,1,completed,1,1
102465,700,2,completed,0,1
102465,1316,3,completed,1,1
102465,1321,4,completed,1,1
102475,1427,5,completed,0,2
102475,275,6,completed,0,2
102475,1290,7,completed,1,2
100478,1277,5,completed,1,2
100478,235,6,completed,0,2
100478,1289,7,completed,1,2
100478,907,8,completed,0,2
102475,1283,8,completed,1,2
102475,1279,9,completed,1,2
100478,1282,9,completed,1,2
102480,1330,5,completed,1,2
102480,1331,6,completed,1,2
102480,1324,7,completed,1,2
102480,1320,8,completed,1,2
102480,489,9,completed,0,2
103468,1043,5,completed,0,2
103468,1291,6,completed,1,2
103468,1102,7,completed,0,2
103468,1284,8,completed,1,2
103468,1280,9,completed,1,2
103469,1319,5,completed,1,2
103469,1331,6,completed,1,2
103469,237,7,completed,0,2
103469,771,8,completed,0,2
103469,1333,9,completed,1,2
100488,1402,5,completed,1,2
100488,1395,6,completed,1,2
100488,1391,7,completed,1,2
100488,1403,8,completed,1,2
100478,1274,0,completed,1,1
100478,1577,1,completed,0,1
100478,1709,2,completed,0,1
100478,1690,3,completed,0,1
100478,1281,4,completed,1,1
100488,1396,9,completed,1,2
102475,1274,0,completed,1,1
102475,1281,1,completed,1,1
102475,1602,2,completed,0,1
102475,1289,3,completed,1,1
102475,1282,4,completed,1,1
100490,1581,5,completed,0,2
100490,57,6,completed,0,2
100490,866,7,completed,0,2
100490,1259,8,completed,1,2
100490,1292,9,completed,0,2
103468,68,0,completed,0,1
103468,227,1,completed,0,1
103468,1277,2,completed,1,1
103468,914,3,completed,0,1
103468,1290,4,completed,1,1
103476,1426,5,completed,0,2
103476,1107,6,completed,0,2
102480,1,0,completed,0,1
102480,1316,1,completed,1,1
102480,1479,2,completed,0,1
102480,986,3,completed,0,1
102480,1602,4,completed,0,1
103469,1316,0,completed,1,1
103469,1328,1,completed,1,1
103469,1686,2,completed,0,1
103469,1322,3,completed,1,1
103469,1318,4,completed,1,1
103476,1432,7,completed,0,2
103476,268,8,completed,0,2
103476,1247,9,completed,0,2
101483,1686,5,completed,0,2
101483,652,6,completed,0,2
101483,1715,7,completed,0,2
101483,57,8,completed,0,2
101483,708,9,completed,0,2
100488,1388,0,completed,1,1
100488,1389,1,completed,1,1
100488,1589,2,completed,0,1
100488,1390,3,completed,1,1
100488,1437,4,completed,0,1
100490,1242,0,completed,1,1
100490,1099,1,completed,1,1
100490,1245,2,completed,1,1
100490,1250,3,completed,1,1
100490,1096,4,completed,1,1
100502,1403,5,completed,1,2
100502,564,6,completed,0,2
100502,1471,7,completed,0,2
100502,1404,8,completed,1,2
102505,1439,5,completed,0,2
102505,1097,6,completed,1,2
102505,1202,7,completed,1,2
103476,1090,0,completed,1,1
103476,1091,1,completed,1,1
103476,252,2,completed,0,1
103476,1721,3,completed,0,1
103476,75,4,completed,0,1
100502,992,9,completed,0,2
101483,1090,0,completed,1,1
101483,1091,1,completed,1,1
101483,705,2,completed,0,1
101483,386,3,completed,0,1
101483,663,4,completed,0,1
102505,1407,8,completed,0,2
102505,1254,9,completed,1,2
102510,656,5,completed,0,2
102510,1289,6,completed,0,2
102510,1107,7,completed,0,2
101491,1438,5,completed,0,2
101491,1282,6,completed,1,2
102510,1392,8,completed,0,2
102510,480,9,completed,0,2
101491,236,7,completed,0,2
101491,1290,8,completed,1,2
101491,1283,9,completed,1,2
102515,1403,5,completed,1,2
102515,1438,6,completed,0,2
102515,769,7,completed,0,2
100502,1389,0,completed,1,1
100502,985,1,completed,0,1
100502,1390,2,completed,1,1
100502,173,3,completed,0,1
100502,1391,4,completed,1,1
102515,1396,8,completed,1,2
102515,1392,9,completed,1,2
102505,284,0,completed,0,1
102505,868,1,completed,0,1
102505,1199,2,completed,1,1
102505,1095,3,completed,1,1
102505,1686,4,completed,0,1
101491,1275,0,completed,1,1
101491,36,1,completed,0,1
101491,913,2,completed,0,1
101491,1277,3,completed,1,1
101491,1289,4,completed,1,1
103496,1714,5,completed,0,2
103496,1099,6,completed,1,2
102510,1090,0,completed,1,1
102510,1577,1,completed,0,1
102510,1091,2,completed,1,1
102510,1479,3,completed,0,1
102510,227,4,completed,0,1
102521,1281,5,completed,1,2
102521,1277,6,completed,1,2
102521,1282,7,completed,1,2
103496,1199,7,completed,1,2
103496,1245,8,completed,1,2
103496,1107,9,completed,1,2
101505,1289,5,completed,1,2
101505,1279,6,completed,1,2
102521,1715,8,completed,0,2
102521,1318,9,completed,0,2
102522,1245,5,completed,1,2
102522,1432,6,completed,0,2
102522,1258,7,completed,1,2
101505,1291,7,completed,1,2
101505,250,8,completed,0,2
101505,1284,9,completed,1,2
102522,53,8,completed,0,2
102522,1496,9,completed,0,2
100522,1060,5,completed,0,2
100522,1068,6,completed,0,2
100522,1320,7,completed,1,2
100522,1719,8,completed,0,2
102515,1389,0,completed,1,1
102515,1402,1,completed,1,1
102515,1395,2,completed,1,1
102515,1710,3,completed,0,1
102515,1391,4,completed,1,1
103503,13,5,completed,0,2
103503,1246,6,completed,0,2
100522,1334,9,completed,1,2
103503,1283,7,completed,1,2
103503,1258,8,completed,0,2
103503,256,9,completed,0,2
103496,983,0,completed,0,1
103496,1051,1,completed,0,1
103496,1242,2,completed,1,1
103496,1094,3,completed,1,1
103496,701,4,completed,0,1
101505,1275,0,completed,1,1
101505,1094,1,completed,0,1
101505,563,2,completed,0,1
101505,1281,3,completed,1,1
101505,1277,4,completed,1,1
103507,705,5,completed,0,2
103507,1685,6,completed,0,2
103507,1430,7,completed,0,2
103507,478,8,completed,0,2
103507,768,9,completed,0,2
102521,1274,0,completed,1,1
102521,1477,1,completed,0,1
102521,1051,2,completed,0,1
102521,1275,3,completed,1,1
102521,985,4,completed,0,1
102522,1092,0,completed,1,1
102522,1192,1,completed,1,1
102522,1193,2,completed,1,1
102522,1248,3,completed,1,1
102522,986,4,completed,0,1
103503,1275,0,completed,1,1
103503,1277,1,completed,1,1
103503,1289,2,completed,1,1
103503,991,3,completed,0,1
103503,1282,4,completed,1,1
100522,1577,0,completed,0,1
100522,1315,1,completed,1,1
100522,763,2,completed,0,1
100522,1426,3,completed,0,1
100522,1323,4,completed,1,1
101519,399,5,completed,0,2
101519,1332,6,completed,1,2
102536,1330,5,completed,1,2
102536,1471,6,completed,0,2
102536,1097,7,completed,0,2
103512,1282,5,completed,1,2
103512,1290,6,completed,1,2
101519,1702,7,completed,0,2
101519,1210,8,completed,0,2
101519,1333,9,completed,1,2
102536,1319,8,completed,1,2
102536,1331,9,completed,1,2
103512,1279,7,completed,1,2
103512,1291,8,completed,1,2
103512,406,9,completed,0,2
103507,1092,0,completed,0,1
103507,1090,1,completed,1,1
103507,549,2,completed,0,1
103507,1091,3,completed,1,1
103507,2,4,completed,0,1
100540,286,5,completed,0,2
100540,1685,6,completed,0,2
100540,266,7,completed,0,2
100540,1256,8,completed,0,2
101519,1090,0,completed,0,1
101519,1321,1,completed,1,1
101519,1392,2,completed,0,1
101519,1323,3,completed,1,1
101519,1676,4,completed,0,1
103520,1395,5,completed,1,2
103520,247,6,completed,0,2
100540,1054,9,completed,0,2
103512,1274,0,completed,1,1
103512,1705,1,completed,0,1
103512,1281,2,completed,1,1
103512,1277,3,completed,1,1
103512,1289,4,completed,1,1
103520,1391,7,completed,1,2
103520,1403,8,completed,1,2
103520,1282,9,completed,0,2
102536,1314,0,completed,1,1
102536,1390,1,completed,0,1
102536,1328,2,completed,1,1
102536,1256,3,completed,0,1
102536,1392,4,completed,0,1
103520,1455,0,completed,0,1
103520,1389,1,completed,1,1
103520,1390,2,completed,1,1
103520,551,3,completed,0,1
103520,1402,4,completed,1,1
103527,1049,5,completed,0,2
103527,1431,6,completed,0,2
100540,1707,0,completed,0,1
100540,1090,1,completed,1,1
100540,1455,2,completed,0,1
100540,166,3,completed,0,1
100540,1091,4,completed,1,1
103527,1200,7,completed,1,2
103527,1486,8,completed,0,2
103527,1440,9,completed,0,2
101536,175,5,completed,0,2
101536,1279,6,completed,0,2
101536,488,7,completed,0,2
101536,400,8,completed,0,2
101536,1334,9,completed,0,2
100552,663,5,completed,0,2
100552,63,6,completed,0,2
100552,1250,7,completed,1,2
100552,1472,8,completed,0,2
100552,1604,9,completed,0,2
103527,1051,0,completed,0,1
103527,1093,1,completed,1,1
103527,1248,2,completed,1,1
103527,1256,3,completed,1,1
103527,1095,4,completed,1,1
100555,1091,5,completed,1,2
100555,1328,6,completed,0,2
100555,768,7,completed,0,2
100555,219,8,completed,0,2
101536,1090,0,completed,1,1
101536,1091,1,completed,1,1
101536,913,2,completed,0,1
101536,1715,3,completed,0,1
101536,1700,4,completed,0,1
103535,72,5,completed,0,2
103535,1290,6,completed,1,2
100555,1202,9,completed,0,2
103535,1283,7,completed,1,2
103535,1279,8,completed,1,2
103535,1284,9,completed,1,2
100552,48,0,completed,0,1
100552,761,1,completed,0,1
100552,1242,2,completed,1,1
100552,1093,3,completed,1,1
100552,1243,4,completed,1,1
103535,983,0,completed,0,1
103535,7,1,completed,0,1
103535,1281,2,completed,1,1
103535,1289,3,completed,1,1
103535,1282,4,completed,1,1
100555,166,0,completed,0,1
100555,1090,1,completed,1,1
100555,389,2,completed,0,1
100555,202,3,completed,0,1
100555,6,4,completed,0,1
103544,1432,5,completed,0,2
103544,1258,6,completed,1,2
103544,39,7,completed,0,2
103544,40,8,completed,0,2
103544,1702,9,completed,0,2
100576,1206,5,completed,1,2
100576,1249,6,completed,1,2
100576,181,7,completed,0,2
100576,1200,8,completed,1,2
100576,1096,9,completed,1,2
101563,1709,5,completed,0,2
101563,1437,6,completed,0,2
103544,706,0,completed,0,1
103544,1699,1,completed,0,1
103544,1200,2,completed,1,1
103544,1096,3,completed,1,1
103544,21,4,completed,0,1
103554,551,5,completed,0,2
103554,1199,6,completed,0,2
101563,1480,7,completed,0,2
101563,1427,8,completed,0,2
101563,275,9,completed,0,2
103554,205,7,completed,0,2
103554,235,8,completed,0,2
103554,1059,9,completed,0,2
103555,656,5,completed,0,2
103555,986,6,completed,0,2
103555,1330,7,completed,0,2
103555,777,8,completed,0,2
103555,1196,9,completed,1,2
101563,1090,0,completed,1,1
101563,68,1,completed,0,1
101563,761,2,completed,0,1
101563,1091,3,completed,1,1
101563,862,4,completed,0,1
100576,1587,0,completed,0,1
100576,1192,1,completed,1,1
100576,69,2,completed,0,1
100576,1425,3,completed,0,1
100576,1256,4,completed,1,1
102588,235,5,completed,0,2
102588,274,6,completed,0,2
102588,1200,7,completed,1,2
103554,389,0,completed,0,1
103554,1090,1,completed,1,1
103554,1091,2,completed,1,1
103554,1193,3,completed,0,1
103554,1248,4,completed,0,1
102588,1096,8,completed,1,2
102588,1246,9,completed,1,2
103555,1090,0,completed,0,1
103555,1192,1,completed,1,1
103555,1193,2,completed,1,1
103555,1094,3,completed,1,1
103555,1206,4,completed,1,1
103562,1318,5,completed,1,2
103562,1330,6,completed,1,2
103562,1472,7,completed,0,2
103562,1331,8,completed,1,2
103562,58,9,completed,0,2
102595,247,5,completed,0,2
102595,1318,6,completed,1,2
102595,1330,7,completed,1,2
102595,1323,8,completed,1,2
102595,1039,9,completed,0,2
103562,1314,0,completed,1,1
103562,1328,1,completed,1,1
103562,875,2,completed,0,1
103562,20,3,completed,0,1
103562,1679,4,completed,0,1
101582,1391,5,completed,1,2
101582,1403,6,completed,1,2
102588,285,0,completed,0,1
102588,1193,1,completed,1,1
102588,551,2,completed,0,1
102588,1194,3,completed,1,1
102588,1321,4,completed,0,1
100596,217,5,completed,0,2
100596,228,6,completed,0,2
100596,1042,7,completed,0,2
100596,393,8,completed,0,2
101582,1059,7,completed,0,2
101582,1404,8,completed,1,2
101582,1405,9,completed,1,2
101583,1323,5,completed,1,2
101583,1586,6,completed,0,2
100596,1675,9,completed,0,2
101583,207,7,completed,0,2
101583,1331,8,completed,1,2
101583,1332,9,completed,1,2
102603,1396,5,completed,1,2
102603,1392,6,completed,1,2
102603,1404,7,completed,1,2
100599,1289,5,completed,1,2
100599,1282,6,completed,1,2
100599,1290,7,completed,1,2
100599,1283,8,completed,1,2
102603,1251,8,completed,0,2
102603,1405,9,completed,1,2
102604,1289,5,completed,1,2
102604,1282,6,completed,1,2
102604,1290,7,completed,1,2
100599,1279,9,completed,1,2
102604,1283,8,completed,1,2
102604,1291,9,completed,1,2
102605,1059,5,completed,0,2
102605,288,6,completed,0,2
102605,1318,7,completed,0,2
101582,1388,0,completed,1,1
101582,1389,1,completed,1,1
101582,655,2,completed,0,1
101582,1390,3,completed,1,1
101582,1395,4,completed,1,1
102595,471,0,completed,0,1
102595,1274,1,completed,0,1
102595,1673,2,completed,0,1
102595,1316,3,completed,1,1
102595,1721,4,completed,0,1
102605,1330,8,completed,0,2
102605,268,9,completed,0,2
102607,1206,5,completed,1,2
102607,1245,6,completed,1,2
102607,1107,7,completed,1,2
101583,1274,0,completed,0,1
101583,202,1,completed,0,1
101583,220,2,completed,0,1
101583,1322,3,completed,1,1
101583,1716,4,completed,0,1
102607,1699,8,completed,0,2
102607,1246,9,completed,1,2
100596,1090,0,completed,1,1
100596,1192,1,completed,0,1
100596,1091,2,completed,1,1
100596,700,3,completed,0,1
100596,1281,4,completed,0,1
102610,1279,5,completed,1,2
102610,1291,6,completed,1,2
102610,65,7,completed,0,2
102610,1280,8,completed,1,2
102610,172,9,completed,0,2
100599,384,0,completed,0,1
100599,1275,1,completed,1,1
100599,62,2,completed,0,1
100599,998,3,completed,0,1
100599,274,4,completed,0,1
102603,1388,0,completed,1,1
102603,1390,1,completed,1,1
102603,1709,2,completed,0,1
102603,1402,3,completed,1,1
102603,1329,4,completed,0,1
101596,1579,5,completed,0,2
101596,1438,6,completed,0,2
102604,1274,0,completed,1,1
102604,1281,1,completed,1,1
102604,1690,2,completed,0,1
102604,1199,3,completed,0,1
102604,1277,4,completed,1,1
101596,83,7,completed,0,2
101596,1431,8,completed,0,2
101596,1675,9,completed,0,2
102605,1274,0,completed,0,1
102605,1090,1,completed,1,1
102605,1091,2,completed,1,1
102605,385,3,completed,0,1
102605,254,4,completed,0,1
102607,1423,0,completed,0,1
102607,1242,1,completed,1,1
102607,222,2,completed,0,1
102607,1721,3,completed,0,1
102607,1194,4,completed,1,1
101596,1090,0,completed,1,1
101596,1707,1,completed,0,1
101596,1455,2,completed,0,1
101596,1050,3,completed,0,1
101596,1091,4,completed,1,1
102610,1274,0,completed,1,1
102610,1275,1,completed,1,1
102610,1281,2,completed,1,1
102610,1282,3,completed,1,1
102610,1283,4,completed,1,1
102621,1277,5,completed,1,2
102621,1282,6,completed,1,2
102621,1439,7,completed,0,2
101603,1249,5,completed,1,2
101603,1277,6,completed,0,2
102621,1290,8,completed,1,2
102621,1279,9,completed,1,2
100619,476,5,completed,0,2
100619,1676,6,completed,0,2
100619,1487,7,completed,0,2
100619,909,8,completed,0,2
101603,1245,7,completed,1,2
101603,1096,8,completed,1,2
101603,1196,9,completed,1,2
102623,1107,5,completed,1,2
102623,1200,6,completed,1,2
102623,987,7,completed,0,2
103596,1282,5,completed,1,2
103596,703,6,completed,0,2
100619,270,9,completed,0,2
102623,1096,8,completed,1,2
102623,1252,9,completed,1,2
102624,56,5,completed,0,2
102624,1196,6,completed,1,2
102624,1102,7,completed,1,2
103596,1283,7,completed,1,2
103596,1291,8,completed,1,2
103596,1284,9,completed,1,2
103597,914,5,completed,0,2
103597,1403,6,completed,1,2
101606,1430,5,completed,0,2
101606,396,6,completed,0,2
102624,1259,8,completed,1,2
102624,659,9,completed,0,2
103597,1396,7,completed,1,2
103597,244,8,completed,0,2
103597,1392,9,completed,1,2
101606,1484,7,completed,0,2
101606,478,8,completed,0,2
101606,1059,9,completed,0,2
101603,1242,0,completed,1,1
101603,1193,1,completed,1,1
101603,985,2,completed,0,1
101603,1390,3,completed,0,1
101603,1430,4,completed,0,1
103601,1250,5,completed,0,2
103601,1603,6,completed,0,2
103601,1439,7,completed,0,2
103601,1290,8,completed,1,2
103601,84,9,completed,0,2
102621,1274,0,completed,1,1
102621,1275,1,completed,1,1
102621,167,2,completed,0,1
102621,403,3,completed,0,1
102621,1281,4,completed,1,1
103596,1275,0,completed,1,1
103596,1065,1,completed,0,1
103596,1395,2,completed,0,1
103596,1277,3,completed,1,1
103596,998,4,completed,0,1
100619,1090,0,completed,1,1
100619,203,1,completed,0,1
100619,1091,2,completed,1,1
100619,906,3,completed,0,1
100619,1208,4,completed,0,1
100627,1395,5,completed,1,2
100627,768,6,completed,0,2
100627,1403,7,completed,1,2
100627,1392,8,completed,1,2
101606,389,0,completed,0,1
101606,1090,1,completed,1,1
101606,1091,2,completed,1,1
101606,1709,3,completed,0,1
101606,386,4,completed,0,1
103597,1388,0,completed,1,1
103597,1389,1,completed,1,1
103597,1390,2,completed,1,1
103597,1395,3,completed,1,1
103597,1391,4,completed,1,1
100627,1393,9,completed,1,2
102623,1389,0,completed,0,1
102623,1194,1,completed,1,1
102623,1099,2,completed,1,1
102623,1206,3,completed,1,1
102623,1199,4,completed,1,1
102624,1477,0,completed,0,1
102624,1192,1,completed,1,1
102624,1478,2,completed,0,1
102624,69,3,completed,0,1
102624,2,4,completed,0,1
101616,1200,5,completed,1,2
101616,565,6,completed,0,2
102636,387,5,completed,0,2
102636,907,6,completed,0,2
102636,1322,7,completed,1,2
103601,1274,0,completed,1,1
103601,1671,1,completed,0,1
103601,1275,2,completed,1,1
103601,1281,3,completed,1,1
103601,1289,4,completed,1,1
101616,1196,7,completed,1,2
101616,1247,8,completed,1,2
101616,1197,9,completed,1,2
101617,262,5,completed,0,2
101617,1250,6,completed,1,2
102636,393,8,completed,0,2
102636,1330,9,completed,1,2
101617,218,7,completed,0,2
101617,1097,8,completed,1,2
101617,1197,9,completed,1,2
101618,1283,5,completed,1,2
101618,1291,6,completed,1,2
101618,1197,7,completed,0,2
101618,1284,8,completed,1,2
101618,1681,9,completed,0,2
100627,1388,0,completed,1,1
100627,1389,1,completed,1,1
100627,1390,2,completed,1,1
100627,1589,3,completed,0,1
100627,1402,4,completed,1,1
101621,1425,5,completed,0,2
101621,62,6,completed,0,2
101616,1455,0,completed,0,1
101616,1192,1,completed,1,1
101616,1199,2,completed,1,1
101616,1580,3,completed,0,1
101616,1207,4,completed,1,1
101621,1058,7,completed,0,2
101621,205,8,completed,0,2
101621,1066,9,completed,0,2
103621,1391,5,completed,1,2
103621,1403,6,completed,1,2
100642,706,5,completed,0,2
100642,1674,6,completed,0,2
100642,169,7,completed,0,2
100642,776,8,completed,0,2
101617,1090,0,completed,0,1
101617,266,1,completed,0,1
101617,1099,2,completed,1,1
101617,1256,3,completed,1,1
101617,1249,4,completed,1,1
103621,776,7,completed,0,2
103621,1396,8,completed,1,2
103621,1392,9,completed,1,2
100642,1042,9,completed,0,2
101618,862,0,completed,0,1
101618,1281,1,completed,1,1
101618,1289,2,completed,1,1
101618,1282,3,completed,1,1
101618,1290,4,completed,1,1
100646,1099,5,completed,1,2
100646,1249,6,completed,1,2
100646,769,7,completed,0,2
100646,1258,8,completed,1,2
102636,1388,0,completed,0,1
102636,862,1,completed,0,1
102636,1316,2,completed,1,1
102636,1036,3,completed,0,1
102636,1584,4,completed,0,1
102648,1396,5,completed,0,2
102648,664,6,completed,0,2
102648,288,7,completed,0,2
100646,53,9,completed,0,2
101621,1090,0,completed,1,1
101621,1671,1,completed,0,1
101621,549,2,completed,0,1
101621,1091,3,completed,1,1
101621,1583,4,completed,0,1
102648,1101,8,completed,1,2
102648,658,9,completed,0,2
102650,1402,5,completed,1,2
102650,713,6,completed,0,2
102650,1391,7,completed,1,2
102650,1396,8,completed,1,2
102650,1059,9,completed,0,2
103621,1388,0,completed,1,1
103621,1389,1,completed,1,1
103621,23,2,completed,0,1
103621,55,3,completed,0,1
103621,1395,4,completed,1,1
100642,1090,0,completed,1,1
100642,1091,1,completed,1,1
100642,385,2,completed,0,1
100642,1457,3,completed,0,1
100642,713,4,completed,0,1
101635,991,5,completed,0,2
101635,1322,6,completed,1,2
102657,1395,5,completed,1,2
102657,478,6,completed,0,2
102657,1690,7,completed,0,2
100646,1092,0,completed,1,1
100646,549,1,completed,0,1
100646,1242,2,completed,1,1
100646,1192,3,completed,1,1
100646,1093,4,completed,1,1
101635,1679,7,completed,0,2
101635,1331,8,completed,1,2
101635,1320,9,completed,1,2
102657,1256,8,completed,0,2
102657,1249,9,completed,0,2
103635,1289,5,completed,1,2
103635,1282,6,completed,1,2
102648,551,0,completed,0,1
102648,1437,1,completed,0,1
102648,1194,2,completed,1,1
102648,1099,3,completed,1,1
102648,1245,4,completed,1,1
103635,1318,7,completed,0,2
103635,1290,8,completed,1,2
103635,1283,9,completed,1,2
103636,1246,5,completed,0,2
103636,1432,6,completed,0,2
103636,1332,7,completed,1,2
103636,1325,8,completed,1,2
103636,1327,9,completed,1,2
102650,983,0,completed,0,1
102650,1389,1,completed,1,1
102650,1243,2,completed,0,1
102650,1390,3,completed,1,1
102650,222,4,completed,0,1
101635,1051,0,completed,0,1
101635,1315,1,completed,1,1
101635,1316,2,completed,1,1
101635,1328,3,completed,1,1
101635,1321,4,completed,1,1
102663,1277,5,completed,1,2
102663,1289,6,completed,1,2
102663,1471,7,completed,0,2
102663,1290,8,completed,1,2
102663,1283,9,completed,1,2
102665,1395,5,completed,1,2
102665,1690,6,completed,0,2
102665,1391,7,completed,1,2
103635,1684,0,completed,0,1
103635,1275,1,completed,1,1
103635,1484,2,completed,0,1
103635,1281,3,completed,1,1
103635,4,4,completed,0,1
100662,1395,5,completed,1,2
100662,8,6,completed,0,2
100662,1391,7,completed,1,2
100662,1396,8,completed,1,2
102657,1388,0,completed,1,1
102657,1589,1,completed,0,1
102657,50,2,completed,0,1
102657,1390,3,completed,1,1
102657,1402,4,completed,1,1
102665,1403,8,completed,1,2
102665,1396,9,completed,1,2
103636,1314,0,completed,1,1
103636,1316,1,completed,1,1
103636,62,2,completed,0,1
103636,1321,3,completed,1,1
103636,55,4,completed,0,1
100662,1392,9,completed,1,2
103646,1099,5,completed,1,2
103646,1249,6,completed,1,2
103646,1199,7,completed,1,2
103646,1245,8,completed,1,2
103646,217,9,completed,0,2
103649,1395,5,completed,1,2
103649,1391,6,completed,1,2
103649,4,7,completed,0,2
103649,1403,8,completed,1,2
103649,1580,9,completed,0,2
101650,1097,5,completed,1,2
101650,1717,6,completed,0,2
102663,1274,0,completed,1,1
102663,1692,1,completed,0,1
102663,1275,2,completed,1,1
102663,1193,3,completed,0,1
102663,1281,4,completed,1,1
103651,1430,5,completed,0,2
103651,1403,6,completed,1,2
100662,1388,0,completed,1,1
100662,1389,1,completed,1,1
100662,390,2,completed,0,1
100662,1390,3,completed,1,1
100662,168,4,completed,0,1
101650,1320,7,completed,0,2
101650,1103,8,completed,1,2
101650,1203,9,completed,1,2
102665,1389,0,completed,1,1
102665,700,1,completed,0,1
102665,1390,2,completed,1,1
102665,1479,3,completed,0,1
102665,863,4,completed,0,1
103646,1192,0,completed,1,1
103646,1093,1,completed,1,1
103646,701,2,completed,0,1
103646,1194,3,completed,1,1
103646,1594,4,completed,0,1
103651,1392,7,completed,1,2
103651,1404,8,completed,1,2
103651,1290,9,completed,0,2
103649,1388,0,completed,1,1
103649,1389,1,completed,1,1
103649,1390,2,completed,1,1
103649,1402,3,completed,1,1
103649,234,4,completed,0,1
103657,12,5,completed,0,2
103657,1690,6,completed,0,2
101650,1093,0,completed,1,1
101650,69,1,completed,0,1
101650,1248,2,completed,1,1
101650,1058,3,completed,0,1
101650,1107,4,completed,1,1
103657,25,7,completed,0,2
103657,1403,8,completed,1,2
103657,486,9,completed,0,2
103651,1388,0,completed,1,1
103651,1389,1,completed,1,1
103651,1390,2,completed,1,1
103651,1402,3,completed,1,1
103651,1099,4,completed,0,1
103657,1388,0,completed,1,1
103657,1588,1,completed,0,1
103657,1390,2,completed,1,1
103657,1402,3,completed,1,1
103657,1395,4,completed,1,1
101667,1709,5,completed,0,2
101667,1395,6,completed,0,2
103665,37,5,completed,0,2
103665,206,6,completed,0,2
100684,1403,5,completed,1,2
100684,387,6,completed,0,2
100684,1396,7,completed,1,2
100684,1404,8,completed,1,2
101667,173,7,completed,0,2
101667,1714,8,completed,0,2
101667,1054,9,completed,0,2
103665,1201,7,completed,0,2
103665,1056,8,completed,0,2
103665,1676,9,completed,0,2
100684,1393,9,completed,1,2
103667,223,5,completed,0,2
103667,30,6,completed,0,2
103667,1282,7,completed,0,2
103667,987,8,completed,0,2
103667,553,9,completed,0,2
103672,1094,5,completed,1,2
103672,261,6,completed,0,2
101667,761,0,completed,0,1
101667,1090,1,completed,1,1
101667,1091,2,completed,1,1
101667,204,3,completed,0,1
101667,7,4,completed,0,1
103672,713,7,completed,0,2
103672,769,8,completed,0,2
103672,76,9,completed,0,2
100689,1403,5,completed,1,2
100689,1396,6,completed,1,2
100689,907,7,completed,0,2
100689,1392,8,completed,1,2
103665,1090,0,completed,1,1
103665,1388,1,completed,0,1
103665,1091,2,completed,1,1
103665,12,3,completed,0,1
103665,478,4,completed,0,1
100689,1393,9,completed,1,2
100684,1388,0,completed,1,1
100684,649,1,completed,0,1
100684,1389,2,completed,1,1
100684,1390,3,completed,1,1
100684,1391,4,completed,1,1
103667,1090,0,completed,1,1
103667,699,1,completed,0,1
103667,1091,2,completed,1,1
103667,24,3,completed,0,1
103667,1277,4,completed,0,1
101680,1207,5,completed,1,2
101680,1101,6,completed,1,2
101680,1251,7,completed,1,2
101680,1201,8,completed,1,2
101680,1398,9,completed,0,2
101681,52,5,completed,0,2
101681,553,6,completed,0,2
103672,1242,0,completed,1,1
103672,1093,1,completed,1,1
103672,550,2,completed,0,1
103672,167,3,completed,0,1
103672,1578,4,completed,0,1
103681,1402,5,completed,1,2
103681,1395,6,completed,1,2
101681,1581,7,completed,0,2
101681,264,8,completed,0,2
101681,1056,9,completed,0,2
103681,1391,7,completed,1,2
103681,1403,8,completed,1,2
103681,1585,9,completed,0,2
100689,1388,0,completed,1,1
100689,1389,1,completed,1,1
100689,1402,2,completed,1,1
100689,1395,3,completed,1,1
100689,209,4,completed,0,1
100698,1331,5,completed,1,2
100698,1604,6,completed,0,2
100698,1332,7,completed,1,2
100698,1333,8,completed,1,2
103685,1402,5,completed,1,2
103685,1721,6,completed,0,2
100698,1326,9,completed,1,2
101680,389,0,completed,0,1
101680,1248,1,completed,1,1
101680,1194,2,completed,1,1
101680,1199,3,completed,1,1
101680,181,4,completed,0,1
103685,1395,7,completed,1,2
103685,1391,8,completed,1,2
103685,287,9,completed,0,2
100700,1403,5,completed,1,2
100700,907,6,completed,0,2
100700,1396,7,completed,1,2
100700,1392,8,completed,1,2
101681,983,0,completed,0,1
101681,1090,1,completed,1,1
101681,1091,2,completed,1,1
101681,764,3,completed,0,1
101681,991,4,completed,0,1
100700,1404,9,completed,1,2
100701,227,5,completed,0,2
100701,1391,6,completed,1,2
100701,1403,7,completed,1,2
100701,1396,8,completed,1,2
103681,259,0,completed,0,1
103681,1388,1,completed,1,1
103681,1242,2,completed,0,1
103681,1389,3,completed,1,1
103681,1390,4,completed,1,1
100701,84,9,completed,0,2
101688,181,5,completed,0,2
101688,83,6,completed,0,2
101688,1289,7,completed,1,2
101688,1282,8,completed,1,2
101688,236,9,completed,0,2
100706,3,5,completed,0,2
100706,701,6,completed,0,2
100706,875,7,completed,0,2
100706,392,8,completed,0,2
101690,12,5,completed,0,2
101690,1329,6,completed,1,2
102716,1403,5,completed,1,2
102716,1396,6,completed,1,2
102716,1392,7,completed,1,2
103685,1388,0,completed,1,1
103685,384,1,completed,0,1
